省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累计确诊人数,累计治愈人数,累计死亡人数
福建,2020-06-19,0,0,0,1770,1752,4
福建,2020-06-20,1,0,0,1771,1752,4
福建,2020-06-21,0,0,0,1771,1752,4
福建,2020-06-22,0,0,0,1771,1752,4
福建,2020-06-23,0,0,0,1771,1752,4
福建,2020-06-24,0,0,0,1771,1752,4
福建,2020-06-25,0,0,0,1771,1752,4
福建,2020-06-26,0,0,0,1771,1752,4
福建,2020-06-27,0,0,0,1771,1752,4
福建,2020-06-28,0,0,0,1771,1752,4
福建,2020-06-29,0,0,0,1771,1752,4
福建,2020-06-30,0,0,0,1771,1752,4
西藏,2020-01-29,1,0,0,1,0,0
西藏,2020-01-30,0,0,0,1,0,0
西藏,2020-01-31,0,0,0,1,0,0
西藏,2020-02-01,0,0,0,1,0,0
西藏,2020-02-02,0,0,0,1,0,0
西藏,2020-02-03,0,0,0,1,0,0
西藏,2020-02-04,0,0,0,1,0,0
西藏,2020-02-05,0,0,0,1,0,0
西藏,2020-02-06,0,0,0,1,0,0
西藏,2020-02-07,0,0,0,1,0,0
西藏,2020-02-08,0,0,0,1,0,0
西藏,2020-02-09,0,0,0,1,0,0
西藏,2020-02-10,0,0,0,1,0,0
西藏,2020-02-11,0,1,0,1,1,0
西藏,2020-02-12,0,0,0,1,1,0
西藏,2020-02-13,0,0,0,1,1,0
西藏,2020-02-14,0,0,0,1,1,0
西藏,2020-02-15,0,0,0,1,1,0
西藏,2020-02-16,0,0,0,1,1,0
西藏,2020-02-17,0,0,0,1,1,0
西藏,2020-02-18,0,0,0,1,1,0
西藏,2020-02-19,0,0,0,1,1,0
西藏,2020-02-20,0,0,0,1,1,0
西藏,2020-02-21,0,0,0,1,1,0
西藏,2020-02-22,0,0,0,1,1,0
西藏,2020-02-23,0,0,0,1,1,0
西藏,2020-02-24,0,0,0,1,1,0
西藏,2020-02-25,0,0,0,1,1,0
西藏,2020-02-26,0,0,0,1,1,0
西藏,2020-02-27,0,0,0,1,1,0
西藏,2020-02-28,0,0,0,1,1,0
西藏,2020-02-29,0,0,0,1,1,0
西藏,2020-03-01,0,0,0,1,1,0
西藏,2020-03-02,0,0,0,1,1,0
西藏,2020-03-03,0,0,0,1,1,0
西藏,2020-03-04,0,0,0,1,1,0
西藏,2020-03-05,0,0,0,1,1,0
西藏,2020-03-06,0,0,0,1,1,0
西藏,2020-03-07,0,0,0,1,1,0
西藏,2020-03-08,0,0,0,1,1,0
西藏,2020-03-09,0,0,0,1,1,0
西藏,2020-03-10,0,0,0,1,1,0
西藏,2020-03-11,0,0,0,1,1,0
西藏,2020-03-12,0,0,0,1,1,0
西藏,2020-03-13,0,0,0,1,1,0
西藏,2020-03-14,0,0,0,1,1,0
西藏,2020-03-15,0,0,0,1,1,0
西藏,2020-03-16,0,0,0,1,1,0
西藏,2020-03-17,0,0,0,1,1,0
西藏,2020-03-18,0,0,0,1,1,0
西藏,2020-03-19,0,0,0,1,1,0
西藏,2020-03-20,0,0,0,1,1,0
西藏,2020-03-21,0,0,0,1,1,0
西藏,2020-03-22,0,0,0,1,1,0
西藏,2020-03-23,0,0,0,1,1,0
西藏,2020-03-24,0,0,0,1,1,0
西藏,2020-03-25,0,0,0,1,1,0
西藏,2020-03-26,0,0,0,1,1,0
西藏,2020-03-27,0,0,0,1,1,0
西藏,2020-03-28,0,0,0,1,1,0
西藏,2020-03-29,0,0,0,1,1,0
西藏,2020-03-30,0,0,0,1,1,0
西藏,2020-03-31,0,0,0,1,1,0
西藏,2020-04-01,0,0,0,1,1,0
西藏,2020-04-02,0,0,0,1,1,0
西藏,2020-04-03,0,0,0,1,1,0
西藏,2020-04-04,0,0,0,1,1,0
西藏,2020-04-05,0,0,0,1,1,0
西藏,2020-04-06,0,0,0,1,1,0
西藏,2020-04-07,0,0,0,1,1,0
西藏,2020-04-08,0,0,0,1,1,0
西藏,2020-04-09,0,0,0,1,1,0
西藏,2020-04-10,0,0,0,1,1,0
西藏,2020-04-11,0,0,0,1,1,0
西藏,2020-04-12,0,0,0,1,1,0
西藏,2020-04-13,0,0,0,1,1,0
西藏,2020-04-14,0,0,0,1,1,0
西藏,2020-04-15,0,0,0,1,1,0
西藏,2020-04-16,0,0,0,1,1,0
西藏,2020-04-17,0,0,0,1,1,0
西藏,2020-04-18,0,0,0,1,1,0
西藏,2020-04-19,0,0,0,1,1,0
西藏,2020-04-20,0,0,0,1,1,0
西藏,2020-04-21,0,0,0,1,1,0
西藏,2020-04-22,0,0,0,1,1,0
西藏,2020-04-23,0,0,0,1,1,0
西藏,2020-04-24,0,0,0,1,1,0
西藏,2020-04-25,0,0,0,1,1,0
西藏,2020-04-26,0,0,0,1,1,0
西藏,2020-04-27,0,0,0,1,1,0
西藏,2020-04-28,0,0,0,1,1,0
西藏,2020-04-29,0,0,0,1,1,0
西藏,2020-04-30,0,0,0,1,1,0
西藏,2020-05-01,0,0,0,1,1,0
西藏,2020-05-02,0,0,0,1,1,0
西藏,2020-05-03,0,0,0,1,1,0
西藏,2020-05-04,0,0,0,1,1,0
西藏,2020-05-05,0,0,0,1,1,0
西藏,2020-05-06,0,0,0,1,1,0
西藏,2020-05-07,0,0,0,1,1,0
西藏,2020-05-08,0,0,0,1,1,0
西藏,2020-05-09,0,0,0,1,1,0
西藏,2020-05-10,0,0,0,1,1,0
西藏,2020-05-11,0,0,0,1,1,0
西藏,2020-05-12,0,0,0,1,1,0
西藏,2020-05-13,0,0,0,1,1,0
西藏,2020-05-14,0,0,0,1,1,0
西藏,2020-05-15,0,0,0,1,1,0
西藏,2020-05-16,0,0,0,1,1,0
西藏,2020-05-17,0,0,0,1,1,0
西藏,2020-05-18,0,0,0,1,1,0
西藏,2020-05-19,0,0,0,1,1,0
西藏,2020-05-20,0,0,0,1,1,0
西藏,2020-05-21,0,0,0,1,1,0
西藏,2020-05-22,0,0,0,1,1,0
西藏,2020-05-23,0,0,0,1,1,0
西藏,2020-05-24,0,0,0,1,1,0
西藏,2020-05-25,0,0,0,1,1,0
西藏,2020-05-26,0,0,0,1,1,0
西藏,2020-05-27,0,0,0,1,1,0
西藏,2020-05-28,0,0,0,1,1,0
西藏,2020-05-29,0,0,0,1,1,0
西藏,2020-05-30,0,0,0,1,1,0
西藏,2020-05-31,0,0,0,1,1,0
西藏,2020-06-01,0,0,0,1,1,0
西藏,2020-06-02,0,0,0,1,1,0
西藏,2020-06-03,0,0,0,1,1,0
西藏,2020-06-04,0,0,0,1,1,0
西藏,2020-06-05,0,0,0,1,1,0
西藏,2020-06-06,0,0,0,1,1,0
西藏,2020-06-07,0,0,0,1,1,0
西藏,2020-06-08,0,0,0,1,1,0
西藏,2020-06-09,0,0,0,1,1,0
西藏,2020-06-10,0,0,0,1,1,0
西藏,2020-06-11,0,0,0,1,1,0
西藏,2020-06-12,0,0,0,1,1,0
西藏,2020-06-13,0,0,0,1,1,0
西藏,2020-06-14,0,0,0,1,1,0
西藏,2020-06-15,0,0,0,1,1,0
西藏,2020-06-16,0,0,0,1,1,0
西藏,2020-06-17,0,0,0,1,1,0
西藏,2020-06-18,0,0,0,1,1,0
西藏,2020-06-19,0,0,0,1,1,0
西藏,2020-06-20,0,0,0,1,1,0
西藏,2020-06-21,0,0,0,1,1,0
西藏,2020-06-22,0,0,0,1,1,0
西藏,2020-06-23,0,0,0,1,1,0
西藏,2020-06-24,0,0,0,1,1,0
西藏,2020-06-25,0,0,0,1,1,0
西藏,2020-06-26,0,0,0,1,1,0
西藏,2020-06-27,0,0,0,1,1,0
西藏,2020-06-28,0,0,0,1,1,0
西藏,2020-06-29,0,0,0,1,1,0
西藏,2020-06-30,0,0,0,1,1,0
贵州,2020-01-22,3,0,0,270,262,5
贵州,2020-01-23,0,0,0,270,262,5
贵州,2020-01-24,1,0,0,271,262,5
贵州,2020-01-25,1,0,0,414,402,7
贵州,2020-01-26,2,0,0,416,402,7
贵州,2020-01-27,2,0,0,418,402,7
贵州,2020-01-28,0,1,0,418,403,7
贵州,2020-01-29,3,0,0,623,600,12
贵州,2020-01-30,3,0,0,626,600,12
贵州,2020-01-31,14,1,0,640,601,12
贵州,2020-02-01,9,0,0,659,610,13
贵州,2020-02-02,8,0,0,667,610,13
贵州,2020-02-03,10,0,0,677,610,13
贵州,2020-02-04,8,3,0,685,613,13
贵州,2020-02-05,5,1,1,690,614,14
贵州,2020-02-06,8,0,0,698,614,14
贵州,2020-02-07,12,0,0,710,614,14
贵州,2020-02-08,7,1,0,717,615,14
贵州,2020-02-09,13,0,0,730,615,14
贵州,2020-02-10,9,3,0,739,618,14
贵州,2020-02-11,13,7,0,752,625,14
贵州,2020-02-12,4,3,0,756,628,14
贵州,2020-02-13,5,8,0,761,636,14
贵州,2020-02-14,3,5,0,764,641,14
贵州,2020-02-15,1,4,0,765,645,14
贵州,2020-02-16,2,10,0,767,655,14
贵州,2020-02-17,0,19,0,767,674,14
贵州,2020-02-18,0,3,1,767,677,15
贵州,2020-02-19,0,2,0,767,679,15
贵州,2020-02-20,0,5,0,767,684,15
贵州,2020-02-21,0,14,0,767,698,15
贵州,2020-02-22,0,1,0,767,699,15
贵州,2020-02-23,0,11,0,767,710,15
贵州,2020-02-24,0,1,0,767,711,15
贵州,2020-02-25,0,1,0,767,712,15
贵州,2020-02-26,0,8,0,767,720,15
贵州,2020-02-27,0,0,0,767,720,15
贵州,2020-02-28,0,0,0,767,720,15
贵州,2020-02-29,0,0,0,767,720,15
贵州,2020-03-01,0,2,0,767,722,15
贵州,2020-03-02,0,0,0,767,722,15
贵州,2020-03-03,0,0,0,767,722,15
贵州,2020-03-04,0,0,0,767,722,15
贵州,2020-03-05,0,0,0,767,722,15
贵州,2020-03-06,0,1,0,767,723,15
贵州,2020-03-07,0,2,0,767,725,15
贵州,2020-03-08,0,6,0,767,731,15
贵州,2020-03-09,0,6,0,767,737,15
贵州,2020-03-10,0,4,0,767,741,15
贵州,2020-03-11,0,4,0,767,745,15
贵州,2020-03-12,0,3,0,767,748,15
贵州,2020-03-13,0,3,0,767,751,15
贵州,2020-03-14,0,0,0,767,751,15
贵州,2020-03-15,0,0,0,767,751,15
贵州,2020-03-16,0,1,0,767,752,15
贵州,2020-03-17,0,0,0,767,752,15
贵州,2020-03-18,0,0,0,767,752,15
贵州,2020-03-19,0,0,0,767,752,15
贵州,2020-03-20,0,0,0,767,752,15
贵州,2020-03-21,0,0,0,767,752,15
贵州,2020-03-22,0,0,0,767,752,15
贵州,2020-03-23,0,0,0,767,752,15
贵州,2020-03-24,0,0,0,767,752,15
贵州,2020-03-25,0,0,0,767,752,15
贵州,2020-03-26,0,0,0,767,752,15
贵州,2020-03-27,0,0,0,767,752,15
贵州,2020-03-28,0,0,0,767,752,15
贵州,2020-03-29,0,0,0,767,752,15
贵州,2020-03-30,0,0,0,767,752,15
贵州,2020-03-31,0,0,0,767,752,15
贵州,2020-04-01,0,0,0,767,752,15
贵州,2020-04-02,0,0,0,767,752,15
贵州,2020-04-03,0,0,0,767,752,15
贵州,2020-04-04,0,0,0,767,752,15
贵州,2020-04-05,0,0,0,767,752,15
贵州,2020-04-06,0,0,0,767,752,15
贵州,2020-04-07,0,0,0,767,752,15
贵州,2020-04-08,0,0,0,767,752,15
贵州,2020-04-09,0,0,0,767,752,15
贵州,2020-04-10,0,0,0,767,752,15
贵州,2020-04-11,0,0,0,767,752,15
贵州,2020-04-12,0,0,0,767,752,15
贵州,2020-04-13,0,0,0,767,752,15
贵州,2020-04-14,0,0,0,767,752,15
贵州,2020-04-15,0,0,0,767,752,15
贵州,2020-04-16,0,0,0,767,752,15
贵州,2020-04-17,0,0,0,767,752,15
贵州,2020-04-18,0,0,0,767,752,15
贵州,2020-04-19,0,0,0,767,752,15
贵州,2020-04-20,0,0,0,767,752,15
贵州,2020-04-21,0,0,0,767,752,15
贵州,2020-04-22,0,0,0,767,752,15
贵州,2020-04-23,0,0,0,767,752,15
贵州,2020-04-24,0,0,0,767,752,15
贵州,2020-04-25,0,0,0,767,752,15
贵州,2020-04-26,0,0,0,767,752,15
贵州,2020-04-27,0,0,0,767,752,15
贵州,2020-04-28,0,0,0,767,752,15
贵州,2020-04-29,0,0,0,767,752,15
贵州,2020-04-30,0,0,0,767,752,15
贵州,2020-05-01,0,0,0,767,752,15
贵州,2020-05-02,0,0,0,767,752,15
贵州,2020-05-03,0,0,0,767,752,15
贵州,2020-05-04,0,0,0,767,752,15
贵州,2020-05-05,0,0,0,767,752,15
贵州,2020-05-06,0,0,0,767,752,15
贵州,2020-05-07,0,0,0,767,752,15
贵州,2020-05-08,0,0,0,767,752,15
贵州,2020-05-09,0,0,0,767,752,15
贵州,2020-05-10,0,0,0,767,752,15
贵州,2020-05-11,0,0,0,767,752,15
贵州,2020-05-12,0,0,0,767,752,15
贵州,2020-05-13,0,0,0,767,752,15
贵州,2020-05-14,0,0,0,767,752,15
贵州,2020-05-15,0,0,0,767,752,15
贵州,2020-05-16,0,0,0,767,752,15
贵州,2020-05-17,0,0,0,767,752,15
贵州,2020-05-18,0,0,0,767,752,15
贵州,2020-05-19,0,0,0,767,752,15
贵州,2020-05-20,0,0,0,767,752,15
贵州,2020-05-21,0,0,0,767,752,15
贵州,2020-05-22,0,0,0,767,752,15
贵州,2020-05-23,0,0,0,767,752,15
贵州,2020-05-24,0,0,0,767,752,15
贵州,2020-05-25,0,0,0,767,752,15
贵州,2020-05-26,0,0,0,767,752,15
贵州,2020-05-27,0,0,0,767,752,15
贵州,2020-05-28,0,0,0,767,752,15
贵州,2020-05-29,0,0,0,767,752,15
贵州,2020-05-30,0,0,0,767,752,15
贵州,2020-05-31,0,0,0,767,752,15
贵州,2020-06-01,0,0,0,767,752,15
贵州,2020-06-02,0,0,0,767,752,15
贵州,2020-06-03,0,0,0,767,752,15
贵州,2020-06-04,0,0,0,767,752,15
贵州,2020-06-05,0,0,0,767,752,15
贵州,2020-06-06,0,0,0,767,752,15
贵州,2020-06-07,0,0,0,767,752,15
贵州,2020-06-08,0,0,0,767,752,15
贵州,2020-06-09,0,0,0,767,752,15
贵州,2020-06-10,0,0,0,767,752,15
贵州,2020-06-11,0,0,0,767,752,15
贵州,2020-06-12,0,0,0,767,752,15
贵州,2020-06-13,0,0,0,767,752,15
贵州,2020-06-14,0,0,0,767,752,15
贵州,2020-06-15,0,0,0,767,752,15
贵州,2020-06-16,0,0,0,767,752,15
贵州,2020-06-17,0,0,0,767,752,15
贵州,2020-06-18,0,0,0,767,752,15
贵州,2020-06-19,0,0,0,767,752,15
贵州,2020-06-20,0,0,0,767,752,15
贵州,2020-06-21,0,0,0,767,752,15
贵州,2020-06-22,0,0,0,767,752,15
贵州,2020-06-23,0,0,0,767,752,15
贵州,2020-06-24,0,0,0,767,752,15
贵州,2020-06-25,0,0,0,767,752,15
贵州,2020-06-26,0,0,0,767,752,15
贵州,2020-06-27,0,0,0,767,752,15
贵州,2020-06-28,0,0,0,767,752,15
贵州,2020-06-29,0,0,0,767,752,15
贵州,2020-06-30,0,0,0,767,752,15
辽宁,2020-01-22,2,0,0,52,49,1
辽宁,2020-01-23,2,0,0,84,79,1
辽宁,2020-01-24,8,0,0,337,312,5
辽宁,2020-01-25,5,0,0,426,392,6
辽宁,2020-01-26,5,0,0,504,461,7
辽宁,2020-01-27,8,0,0,633,575,9
辽宁,2020-01-28,6,0,0,770,699,11
辽宁,2020-01-29,5,1,0,775,700,11
辽宁,2020-01-30,4,0,0,779,700,11
辽宁,2020-01-31,15,0,0,1088,980,15
辽宁,2020-02-01,4,0,0,1092,980,15
辽宁,2020-02-02,6,0,0,1098,980,15
辽宁,2020-02-03,4,0,0,1102,980,15
辽宁,2020-02-04,7,1,0,1109,981,15
辽宁,2020-02-05,8,2,0,1117,983,15
辽宁,2020-02-06,6,2,0,1123,985,15
辽宁,2020-02-07,4,1,0,1127,986,15
辽宁,2020-02-08,6,1,0,1133,987,15
辽宁,2020-02-09,2,4,0,1135,991,15
辽宁,2020-02-10,1,0,0,1136,991,15
辽宁,2020-02-11,8,7,0,1144,998,15
辽宁,2020-02-12,0,1,1,1144,999,16
辽宁,2020-02-13,1,2,0,1145,1001,16
辽宁,2020-02-14,2,7,0,1147,1008,16
辽宁,2020-02-15,1,3,0,1148,1011,16
辽宁,2020-02-16,0,9,0,1148,1020,16
辽宁,2020-02-17,0,2,0,1148,1022,16
辽宁,2020-02-18,0,12,0,1148,1034,16
辽宁,2020-02-19,0,3,0,1148,1037,16
辽宁,2020-02-20,0,3,0,1148,1040,16
辽宁,2020-02-21,0,5,0,1148,1045,16
辽宁,2020-02-22,0,2,0,1148,1047,16
辽宁,2020-02-23,0,5,0,1148,1052,16
辽宁,2020-02-24,0,10,0,1148,1062,16
辽宁,2020-02-25,0,5,0,1148,1067,16
辽宁,2020-02-26,0,4,0,1148,1071,16
辽宁,2020-02-27,0,1,0,1148,1072,16
辽宁,2020-02-28,0,2,0,1148,1074,16
辽宁,2020-02-29,1,4,0,1149,1078,16
辽宁,2020-03-01,0,2,0,1149,1080,16
辽宁,2020-03-02,3,0,0,1152,1080,16
辽宁,2020-03-03,0,3,0,1152,1083,16
辽宁,2020-03-04,0,0,0,1152,1083,16
辽宁,2020-03-05,0,0,0,1152,1083,16
辽宁,2020-03-06,0,0,0,1152,1083,16
辽宁,2020-03-07,0,2,0,1152,1085,16
辽宁,2020-03-08,0,1,0,1152,1086,16
辽宁,2020-03-09,0,1,0,1152,1087,16
辽宁,2020-03-10,0,1,0,1152,1088,16
辽宁,2020-03-11,0,0,0,1152,1088,16
辽宁,2020-03-12,0,1,0,1152,1089,16
辽宁,2020-03-13,0,1,0,1152,1090,16
辽宁,2020-03-14,0,0,0,1152,1090,16
辽宁,2020-03-15,0,1,0,1152,1091,16
辽宁,2020-03-16,0,5,0,1152,1096,16
辽宁,2020-03-17,0,3,0,1152,1099,16
辽宁,2020-03-18,0,0,0,1152,1099,16
辽宁,2020-03-19,1,0,1,1250,1191,19
辽宁,2020-03-20,0,0,0,1250,1191,19
辽宁,2020-03-21,0,0,0,1250,1191,19
辽宁,2020-03-22,1,2,0,1251,1193,19
辽宁,2020-03-23,0,0,0,1251,1193,19
辽宁,2020-03-24,0,0,0,1251,1193,19
辽宁,2020-03-25,0,0,0,1251,1193,19
辽宁,2020-03-26,1,0,0,1252,1193,19
辽宁,2020-03-27,3,0,0,1255,1193,19
辽宁,2020-03-28,3,0,0,1258,1193,19
辽宁,2020-03-29,2,0,0,1260,1193,19
辽宁,2020-03-30,3,0,0,1263,1193,19
辽宁,2020-03-31,1,0,0,1264,1193,19
辽宁,2020-04-01,0,0,0,1264,1193,19
辽宁,2020-04-02,0,0,0,1264,1193,19
辽宁,2020-04-03,2,3,0,1266,1196,19
辽宁,2020-04-04,1,1,0,1267,1197,19
辽宁,2020-04-05,0,2,0,1267,1199,19
辽宁,2020-04-06,2,2,0,1269,1201,19
辽宁,2020-04-07,0,1,0,1269,1202,19
辽宁,2020-04-08,0,0,0,1269,1202,19
辽宁,2020-04-09,0,1,0,1269,1203,19
辽宁,2020-04-10,1,1,0,1270,1204,19
辽宁,2020-04-11,0,3,0,1270,1207,19
辽宁,2020-04-12,0,0,0,1270,1207,19
辽宁,2020-04-13,0,2,0,1270,1209,19
辽宁,2020-04-14,0,0,0,1270,1209,19
辽宁,2020-04-15,0,0,0,1270,1209,19
辽宁,2020-04-16,1,2,0,1300,1240,19
辽宁,2020-04-17,0,2,0,1300,1242,19
辽宁,2020-04-18,0,0,0,1300,1242,19
辽宁,2020-04-19,0,1,0,1300,1243,19
辽宁,2020-04-20,0,0,0,1300,1243,19
辽宁,2020-04-21,0,0,0,1300,1243,19
辽宁,2020-04-22,0,0,0,1300,1243,19
辽宁,2020-04-23,0,0,0,1300,1243,19
辽宁,2020-04-24,0,0,0,1300,1243,19
辽宁,2020-04-25,0,0,0,1300,1243,19
辽宁,2020-04-26,0,0,0,1300,1243,19
辽宁,2020-04-27,0,0,0,1300,1243,19
辽宁,2020-04-28,0,0,0,1300,1243,19
辽宁,2020-04-29,0,0,0,1300,1243,19
辽宁,2020-04-30,0,0,0,1300,1243,19
辽宁,2020-05-01,0,1,0,1300,1244,19
辽宁,2020-05-02,0,0,0,1300,1244,19
辽宁,2020-05-03,0,0,0,1300,1244,19
辽宁,2020-05-04,0,0,0,1300,1244,19
辽宁,2020-05-05,0,0,0,1300,1244,19
辽宁,2020-05-06,0,0,0,1300,1244,19
辽宁,2020-05-07,0,0,0,1300,1244,19
辽宁,2020-05-08,0,0,0,1300,1244,19
辽宁,2020-05-09,0,0,0,1300,1244,19
辽宁,2020-05-10,1,0,0,1301,1244,19
辽宁,2020-05-11,0,0,0,1301,1244,19
辽宁,2020-05-12,0,0,0,1301,1244,19
辽宁,2020-05-13,2,0,0,1303,1244,19
辽宁,2020-05-14,0,0,0,1303,1244,19
辽宁,2020-05-15,0,0,0,1303,1244,19
辽宁,2020-05-16,0,0,0,1303,1244,19
辽宁,2020-05-17,0,0,0,1303,1244,19
辽宁,2020-05-18,0,0,0,1303,1244,19
辽宁,2020-05-19,0,0,0,1303,1244,19
辽宁,2020-05-20,0,0,0,1303,1244,19
辽宁,2020-05-21,0,0,0,1303,1244,19
辽宁,2020-05-22,0,0,0,1303,1244,19
辽宁,2020-05-23,0,0,0,1303,1244,19
辽宁,2020-05-24,0,1,0,1303,1245,19
辽宁,2020-05-25,0,2,0,1303,1247,19
辽宁,2020-05-26,0,0,0,1303,1247,19
辽宁,2020-05-27,0,0,0,1303,1247,19
辽宁,2020-05-28,0,0,0,1303,1247,19
辽宁,2020-05-29,0,0,0,1303,1247,19
辽宁,2020-05-30,0,0,0,1303,1247,19
辽宁,2020-05-31,0,0,0,1303,1247,19
辽宁,2020-06-01,0,0,0,1303,1247,19
辽宁,2020-06-02,0,0,0,1303,1247,19
辽宁,2020-06-03,0,0,0,1303,1247,19
辽宁,2020-06-04,0,0,0,1303,1247,19
辽宁,2020-06-05,0,0,0,1303,1247,19
辽宁,2020-06-06,0,0,0,1303,1247,19
辽宁,2020-06-07,0,0,0,1303,1247,19
辽宁,2020-06-08,0,0,0,1303,1247,19
辽宁,2020-06-09,0,0,0,1303,1247,19
辽宁,2020-06-10,0,0,0,1303,1247,19
辽宁,2020-06-11,0,0,0,1303,1247,19
辽宁,2020-06-12,0,0,0,1303,1247,19
辽宁,2020-06-13,2,0,0,1305,1247,19
辽宁,2020-06-14,0,0,0,1305,1247,19
辽宁,2020-06-15,1,0,0,1306,1247,19
辽宁,2020-06-16,0,0,0,1306,1247,19
辽宁,2020-06-17,0,0,0,1306,1247,19
辽宁,2020-06-18,1,0,0,1307,1247,19
辽宁,2020-06-19,0,0,0,1307,1247,19
辽宁,2020-06-20,0,0,0,1307,1247,19
辽宁,2020-06-21,1,0,0,1308,1247,19
辽宁,2020-06-22,0,0,0,1308,1247,19
辽宁,2020-06-23,0,0,0,1308,1247,19
辽宁,2020-06-24,0,0,0,1308,1247,19
辽宁,2020-06-25,0,0,0,1308,1247,19
辽宁,2020-06-26,0,0,0,1308,1247,19
辽宁,2020-06-27,0,0,0,1308,1247,19
辽宁,2020-06-28,1,0,0,1309,1247,19
辽宁,2020-06-29,0,0,0,1309,1247,19
辽宁,2020-06-30,0,1,0,1309,1248,19
重庆,2020-01-21,6,0,0,1085,1060,16
重庆,2020-01-22,3,0,0,1882,1842,28
重庆,2020-01-23,18,0,0,4784,4675,79
重庆,2020-01-24,30,0,0,6745,6574,111
重庆,2020-01-25,18,0,0,7945,7736,128
重庆,2020-01-26,35,0,0,9673,9406,151
重庆,2020-01-27,22,0,0,10467,10164,162
重庆,2020-01-28,15,0,0,10907,10583,168
重庆,2020-01-29,18,1,0,11298,10951,174
重庆,2020-01-30,41,0,0,11867,11473,180
重庆,2020-01-31,32,0,1,12310,11878,187
重庆,2020-02-01,24,2,0,12334,11880,187
重庆,2020-02-02,38,4,1,12948,12451,194
重庆,2020-02-03,37,2,0,13331,12793,200
重庆,2020-02-04,29,5,0,13360,12798,200
重庆,2020-02-05,23,1,0,13920,13330,206
重庆,2020-02-06,22,9,0,14060,13453,210
重庆,2020-02-07,15,7,0,14075,13460,210
重庆,2020-02-08,20,8,0,14095,13468,210
重庆,2020-02-09,22,12,0,14117,13480,210
重庆,2020-02-10,18,15,0,14135,13495,210
重庆,2020-02-11,19,13,1,14154,13508,211
重庆,2020-02-12,13,23,0,14167,13531,211
重庆,2020-02-13,11,26,1,14178,13557,212
重庆,2020-02-14,8,24,1,14186,13581,213
重庆,2020-02-15,7,32,0,14193,13613,213
重庆,2020-02-16,7,23,0,14200,13636,213
重庆,2020-02-17,2,18,0,14202,13654,213
重庆,2020-02-18,2,29,0,14204,13683,213
重庆,2020-02-19,5,20,0,14209,13703,213
重庆,2020-02-20,7,25,1,14216,13728,214
重庆,2020-02-21,5,17,0,14221,13745,214
重庆,2020-02-22,1,12,0,14222,13757,214
重庆,2020-02-23,2,7,0,14224,13764,214
重庆,2020-02-24,1,14,0,14225,13778,214
重庆,2020-02-25,0,23,0,14225,13801,214
重庆,2020-02-26,0,12,0,14225,13813,214
重庆,2020-02-27,0,17,0,14225,13830,214
重庆,2020-02-28,0,21,0,14225,13851,214
重庆,2020-02-29,0,16,0,14225,13867,214
重庆,2020-03-01,0,12,0,14225,13879,214
重庆,2020-03-02,0,19,0,14225,13898,214
重庆,2020-03-03,0,21,0,14225,13919,214
重庆,2020-03-04,0,12,0,14225,13931,214
重庆,2020-03-05,0,10,0,14225,13941,214
重庆,2020-03-06,0,8,0,14225,13949,214
重庆,2020-03-07,0,6,0,14225,13955,214
重庆,2020-03-08,0,1,0,14225,13956,214
重庆,2020-03-09,0,15,0,14225,13971,214
重庆,2020-03-10,0,5,0,14225,13976,214
重庆,2020-03-11,0,7,0,14225,13983,214
重庆,2020-03-12,0,10,0,14225,13993,214
重庆,2020-03-13,0,2,0,14225,13995,214
重庆,2020-03-14,0,3,0,14225,13998,214
重庆,2020-03-15,0,1,0,14225,13999,214
重庆,2020-03-16,0,0,0,14225,13999,214
重庆,2020-03-17,0,0,0,14225,13999,214
重庆,2020-03-18,0,0,0,14225,13999,214
重庆,2020-03-19,0,0,0,14225,13999,214
重庆,2020-03-20,0,0,0,14225,13999,214
重庆,2020-03-21,0,0,0,14225,13999,214
重庆,2020-03-22,1,0,0,14764,14531,220
重庆,2020-03-23,1,0,0,14765,14531,220
重庆,2020-03-24,0,0,0,14765,14531,220
重庆,2020-03-25,0,0,0,14765,14531,220
重庆,2020-03-26,0,0,0,14765,14531,220
重庆,2020-03-27,0,0,0,14765,14531,220
重庆,2020-03-28,1,0,0,14766,14531,220
重庆,2020-03-29,0,0,0,14766,14531,220
重庆,2020-03-30,0,0,0,14766,14531,220
重庆,2020-03-31,0,0,0,14766,14531,220
重庆,2020-04-01,0,0,0,14766,14531,220
重庆,2020-04-02,0,0,0,14766,14531,220
重庆,2020-04-03,0,0,0,14766,14531,220
重庆,2020-04-04,0,0,0,14766,14531,220
重庆,2020-04-05,0,0,0,14766,14531,220
重庆,2020-04-06,0,0,0,14766,14531,220
重庆,2020-04-07,0,0,0,14766,14531,220
重庆,2020-04-08,0,0,0,14766,14531,220
重庆,2020-04-09,0,0,0,14766,14531,220
重庆,2020-04-10,0,0,0,14766,14531,220
重庆,2020-04-11,0,0,0,14766,14531,220
重庆,2020-04-12,0,0,0,14766,14531,220
重庆,2020-04-13,0,0,0,14766,14531,220
重庆,2020-04-14,0,0,0,14766,14531,220
重庆,2020-04-15,0,0,0,14766,14531,220
重庆,2020-04-16,0,0,0,14766,14531,220
重庆,2020-04-17,0,0,0,14766,14531,220
重庆,2020-04-18,0,0,0,14766,14531,220
重庆,2020-04-19,0,0,0,14766,14531,220
